Mod:Item:MetaData, Localized Name
mekanism:slickplasticblock:9, §d粉色 光滑塑料方块
mekanism:slickplasticblock:10, §a黄绿色 光滑塑料方块
mekanism:slickplasticblock:11, §e黄色 光滑塑料方块
mekanism:slickplasticblock:12, §9淡蓝色 光滑塑料方块
mekanism:slickplasticblock:13, §d品红色 光滑塑料方块
mekanism:slickplasticblock:14, §6橙色 光滑塑料方块
mekanism:slickplasticblock:15, §f白色 光滑塑料方块
mekanism:glowplasticblock:0, §8黑色 塑料荧光方块
mekanism:glowplasticblock:1, §c红色 塑料荧光方块
mekanism:glowplasticblock:2, §2绿色 塑料荧光方块
mekanism:glowplasticblock:3, §6棕色 塑料荧光方块
mekanism:glowplasticblock:4, §1蓝色 塑料荧光方块
mekanism:glowplasticblock:5, §5紫色 塑料荧光方块
mekanism:glowplasticblock:6, §3青色 塑料荧光方块
mekanism:glowplasticblock:7, §7淡灰色 塑料荧光方块
mekanism:glowplasticblock:8, §8灰色 塑料荧光方块
mekanism:glowplasticblock:9, §d粉色 塑料荧光方块
mekanism:glowplasticblock:10, §a黄绿色 塑料荧光方块
mekanism:glowplasticblock:11, §e黄色 塑料荧光方块
mekanism:glowplasticblock:12, §9淡蓝色 塑料荧光方块
mekanism:glowplasticblock:13, §d品红色 塑料荧光方块
mekanism:glowplasticblock:14, §6橙色 塑料荧光方块
mekanism:glowplasticblock:15, §f白色 塑料荧光方块
mekanism:reinforcedplasticblock:0, §8黑色 强化塑料方块
mekanism:reinforcedplasticblock:1, §c红色 强化塑料方块
mekanism:reinforcedplasticblock:2, §2绿色 强化塑料方块
mekanism:reinforcedplasticblock:3, §6棕色 强化塑料方块
mekanism:reinforcedplasticblock:4, §1蓝色 强化塑料方块
mekanism:reinforcedplasticblock:5, §5紫色 强化塑料方块
mekanism:reinforcedplasticblock:6, §3青色 强化塑料方块
mekanism:reinforcedplasticblock:7, §7淡灰色 强化塑料方块
mekanism:reinforcedplasticblock:8, §8灰色 强化塑料方块
mekanism:reinforcedplasticblock:9, §d粉色 强化塑料方块
mekanism:reinforcedplasticblock:10, §a黄绿色 强化塑料方块
mekanism:reinforcedplasticblock:11, §e黄色 强化塑料方块
mekanism:reinforcedplasticblock:12, §9淡蓝色 强化塑料方块
mekanism:reinforcedplasticblock:13, §d品红色 强化塑料方块
mekanism:reinforcedplasticblock:14, §6橙色 强化塑料方块
mekanism:reinforcedplasticblock:15, §f白色 强化塑料方块
mekanism:roadplasticblock:0, §8黑色 塑料路
mekanism:roadplasticblock:1, §c红色 塑料路
mekanism:roadplasticblock:2, §2绿色 塑料路
mekanism:roadplasticblock:3, §6棕色 塑料路
mekanism:roadplasticblock:4, §1蓝色 塑料路
mekanism:roadplasticblock:5, §5紫色 塑料路
mekanism:roadplasticblock:6, §3青色 塑料路
mekanism:roadplasticblock:7, §7淡灰色 塑料路
mekanism:roadplasticblock:8, §8灰色 塑料路
mekanism:roadplasticblock:9, §d粉色 塑料路
mekanism:roadplasticblock:10, §a黄绿色 塑料路
mekanism:roadplasticblock:11, §e黄色 塑料路
mekanism:roadplasticblock:12, §9淡蓝色 塑料路
mekanism:roadplasticblock:13, §d品红色 塑料路
mekanism:roadplasticblock:14, §6橙色 塑料路
mekanism:roadplasticblock:15, §f白色 塑料路
mekanism:plasticfence:0, §8黑色 塑料栅栏
mekanism:plasticfence:1, §c红色 塑料栅栏
mekanism:plasticfence:2, §2绿色 塑料栅栏
mekanism:plasticfence:3, §6棕色 塑料栅栏
mekanism:plasticfence:4, §1蓝色 塑料栅栏
mekanism:plasticfence:5, §5紫色 塑料栅栏
mekanism:plasticfence:6, §3青色 塑料栅栏
mekanism:plasticfence:7, §7淡灰色 塑料栅栏
mekanism:plasticfence:8, §8灰色 塑料栅栏
mekanism:plasticfence:9, §d粉色 塑料栅栏
mekanism:plasticfence:10, §a黄绿色 塑料栅栏
mekanism:plasticfence:11, §e黄色 塑料栅栏
mekanism:plasticfence:12, §9淡蓝色 塑料栅栏
mekanism:plasticfence:13, §d品红色 塑料栅栏
mekanism:plasticfence:14, §6橙色 塑料栅栏
mekanism:plasticfence:15, §f白色 塑料栅栏
mekanism:saltblock, 盐块
modularmachinery:itemblueprint, 机械蓝图
modularmachinery:itemmodularium, 模块化合金锭
modularmachinery:itemconstructtool, 建造选择工具
modularmachinery:blockcontroller, 机械控制器
modularmachinery:blockcasing:0, 机械外壳
modularmachinery:blockcasing:1, 机械通风口
modularmachinery:blockcasing:2, 燃烧室外壳
modularmachinery:blockcasing:3, 机械齿轮箱
modularmachinery:blockcasing:4, 强化机械外壳
modularmachinery:blockcasing:5, 机械电路板
modularmachinery:blockinputbus:0, 微型物品输入仓
modularmachinery:blockinputbus:1, 小型物品输入仓
modularmachinery:blockinputbus:2, 中型物品输入仓
modularmachinery:blockinputbus:3, 强化物品输入仓
modularmachinery:blockinputbus:4, 大型物品输入仓
modularmachinery:blockinputbus:5, 巨型物品输入仓
modularmachinery:blockinputbus:6, 超级物品输入仓
modularmachinery:blockoutputbus:0, 微型物品输出仓
modularmachinery:blockoutputbus:1, 小型物品输出仓
modularmachinery:blockoutputbus:2, 中型物品输出仓
modularmachinery:blockoutputbus:3, 强化物品输出仓
modularmachinery:blockoutputbus:4, 大型物品输出仓
modularmachinery:blockoutputbus:5, 巨型物品输出仓
modularmachinery:blockoutputbus:6, 超级物品输出仓
modularmachinery:blockfluidinputhatch:0, 微型流体输入仓
modularmachinery:blockfluidinputhatch:1, 小型流体输入仓
modularmachinery:blockfluidinputhatch:2, 中型流体输入仓
modularmachinery:blockfluidinputhatch:3, 强化流体输入仓
modularmachinery:blockfluidinputhatch:4, 大型流体输入仓
modularmachinery:blockfluidinputhatch:5, 巨型流体输入仓
modularmachinery:blockfluidinputhatch:6, 超级流体输入仓
modularmachinery:blockfluidinputhatch:7, 真空流体输入仓
modularmachinery:blockfluidoutputhatch:0, 微型流体输出仓
modularmachinery:blockfluidoutputhatch:1, 小型流体输出仓
modularmachinery:blockfluidoutputhatch:2, 中型流体输出仓
modularmachinery:blockfluidoutputhatch:3, 强化流体输出仓
modularmachinery:blockfluidoutputhatch:4, 大型流体输出仓
modularmachinery:blockfluidoutputhatch:5, 巨型流体输出仓
modularmachinery:blockfluidoutputhatch:6, 超级流体输出仓
modularmachinery:blockfluidoutputhatch:7, 真空流体输出仓
modularmachinery:blockenergyinputhatch:0, 微型能源输入仓
modularmachinery:blockenergyinputhatch:1, 小型能源输入仓
modularmachinery:blockenergyinputhatch:2, 中型能源输入仓
modularmachinery:blockenergyinputhatch:3, 强化能源输入仓
modularmachinery:blockenergyinputhatch:4, 大型能源输入仓
modularmachinery:blockenergyinputhatch:5, 巨型能源输入仓
modularmachinery:blockenergyinputhatch:6, 超级能源输入仓
modularmachinery:blockenergyinputhatch:7, 终极能源输入仓
modularmachinery:blockenergyoutputhatch:0, 微型能源输出仓
modularmachinery:blockenergyoutputhatch:1, 小型能源输出仓
modularmachinery:blockenergyoutputhatch:2, 中型能源输出仓
modularmachinery:blockenergyoutputhatch:3, 强化能源输出仓
modularmachinery:blockenergyoutputhatch:4, 大型能源输出仓
modularmachinery:blockenergyoutputhatch:5, 巨型能源输出仓
modularmachinery:blockenergyoutputhatch:6, 超级能源输出仓
modularmachinery:blockenergyoutputhatch:7, 终极能源输出仓
moreavaritia:infinitympick, 魔能双生之镐
moreavaritia:infinitymhoe, 亘古不毁之锄
moreavaritia:infinitymsword, 永恒力士之剑
moreavaritia:balancedinfinitysword, 寰宇破击之剑
progressivebosses:nether_star_shard, 下界之星碎片
rftools:smartwrench, 智能扳手
rftools:rftools_manual, RF工具指南
rftools:rftools_shape_manual, RF工具塑形说明书
rftools:dimensional_shard, 空间碎片
rftools:shard_wand, 空间碎片杖
rftools:infused_diamond, 充能钻石
rftools:infused_enderpearl, 蕴魔末影珍珠
rftools:syringe, 注射器
rftools:peace_essence, 和平要素
rftools:developers_delight, RF工具维度说明书
rftools:network_monitor, RF网络监视仪
rftools:modifier_module, 改良模块
rftools:storage_module_tablet, 手持式存储模块
rftools:storage_module:0, 初级储存舱
rftools:storage_module:1, 高级储存舱
rftools:storage_module:2, 终级储存舱
rftools:storage_module:6, 远程存储模块
rftools:oredict_module, 矿物词典存储模块
rftools:generic_module, 泛型存储模块
rftools:filter_module, 存储过滤模块
rftools:teleport_probe, 传送调试仪
rftools:charged_porter, 充能传送器
rftools:advanced_charged_porter, 高级充能传送器
rftools:text_module, 文本模块
rftools:inventory_module, 存储模块
rftools:inventoryplus_module, 存储+模块
rftools:energy_module, 能量模块
rftools:energyplus_module, 能量+模块
rftools:clock_module, 钟模块
rftools:fluid_module, 流体模块
rftools:fluidplus_module, 流体+模块
rftools:machineinformation_module, 机器信息模块
rftools:computer_module, 计算机模块
rftools:button_module, 按钮模块
rftools:elevator_button_module, 电梯按钮模块
rftools:redstone_module, 红石模块
rftools:counter_module, 计数器模块
rftools:counterplus_module, 计数器+模块
rftools:storage_control_module, 存储控制模块
rftools:dump_module, 清空模块
rftools:space_chamber_card, 空间仓卡
rftools:shape_card:0, 塑形卡片
rftools:shape_card:1, 塑形卡片（清空）
rftools:shape_card:2, 塑形卡片（采掘）
rftools:shape_card:3, 塑形卡片（精准采掘）
rftools:shape_card:4, 塑形卡片（时运采掘）
rftools:shape_card:5, 塑形卡片（清理采掘）
rftools:shape_card:6, 塑形卡片（清理精准采掘）
rftools:shape_card:7, 塑形卡片（清理时运采掘）
rftools:shape_card:8, 塑形卡片（泵）
rftools:shape_card:9, 塑形卡片（清理泵）
rftools:shape_card:10, 塑形卡片（放置流体）
rftools:powercell_card, 能量单元卡
rftools:regeneration_module, 再生模块
rftools:regenerationplus_module, 再生+模块
rftools:speed_module, 速度模块
rftools:speedplus_module, 速度+模块
rftools:haste_module, 急迫模块
rftools:hasteplus_module, 急迫+模块
rftools:saturation_module, 饱和模块
rftools:saturationplus_module, 饱和+模块
rftools:featherfalling_module, 摔落保护模块
rftools:featherfallingplus_module, 摔落保护+模块
rftools:flight_module, 飞行模块
rftools:peaceful_module, 和平模块
rftools:waterbreathing_module, 水下呼吸模块
rftools:nightvision_module, 夜视模块
rftools:blindness_module, 失明模块
rftools:weakness_module, 虚弱模块
rftools:poison_module, 中毒模块
rftools:slowness_module, 迟缓模块
rftools:glowing_module, 发光模块
rftools:luck_module, 幸运模块
rftools:noteleport_module, 反瞬移模块
rftools:orphaning_card, 弃权卡
rftools:security_card, 安全卡
rftools:machine_frame, 机器框架
rftools:machine_base, 机器基座
rftools:dimensional_shard_ore:0, 空间碎片矿石
rftools:dimensional_shard_ore:1, 空间碎片矿石
rftools:dimensional_shard_ore:2, 空间碎片矿石
rftools:coalgenerator, 燃煤发电机
rftools:crafter1, 自动合成机（一阶）
rftools:crafter2, 自动合成机（二阶）
rftools:crafter3, 自动合成机（三阶）
rftools:modular_storage, 模块化存储器
rftools:remote_storage, 远程存储器
rftools:storage_terminal, 存储终端
rftools:level_emitter, 等级发射器
rftools:matter_transmitter, 物质传输器
rftools:matter_receiver, 物质接收器
rftools:dialing_device, 传送控制器
rftools:simple_dialer, 简易传送控制器
rftools:destination_analyzer, 目标分析仪
rftools:matter_booster, 物质助推器
rftools:screen, 屏幕
rftools:creative_screen, 创造模式屏幕
rftools:screen_controller, 屏幕控制器
rftools:redstone_transmitter_block, 红石信号发信器
rftools:redstone_receiver_block, 红石信号接收器
rftools:sequencer_block, 音序器
rftools:counter_block, 计数器
rftools:logic_block, 逻辑门
rftools:invchecker_block, 物品检查器
rftools:sensor_block, 传感器
rftools:analog_block, 模拟器
rftools:digit_block, 数码器
rftools:wire_block, 线缆
rftools:timer_block, 定时器
rftools:machine_infuser, 机器注能机
rftools:space_chamber, 空间角落方块
rftools:space_chamber_controller, 空间控制方块
rftools:support_block, 支撑块
rftools:builder, 建造机
rftools:composer, 构建器
rftools:locator, 定位器
rftools:projector, 映射仪
rftools:scanner, 扫描器
rftools:remote_scanner, 远程扫描器
rftools:powercell, 能量单元
rftools:powercell_advanced, 高级能量单元
rftools:powercell_creative, 创造模式能量单元
rftools:powercell_simple, 简单能量单元
rftools:relay, 能量中继器
rftools:rf_monitor, RF显示器
rftools:liquid_monitor, 流体显示器
rftools:shield_block1, 护盾投射仪（一阶）
rftools:shield_block2, 护盾投射仪（二阶）
rftools:shield_block3, 护盾投射仪（三阶）
rftools:shield_block4, 护盾投射仪（四阶）
rftools:invisible_shield_block, 隐形护盾方块
rftools:notick_invisible_shield_block, 隐形护盾方块
rftools:invisible_shield_block_opaque, 隐形护盾方块
rftools:notick_invisible_shield_block_opaque, 隐形护盾方块
rftools:shield_template_block:0, 护盾支架
rftools:shield_template_block:1, 护盾支架
rftools:shield_template_block:2, 护盾支架
rftools:shield_template_block:3, 护盾支架
rftools:solid_shield_block, 护盾方块
rftools:notick_solid_shield_block, 护盾方块
rftools:camo_shield_block, 迷彩护盾方块
rftools:notick_camo_shield_block, 迷彩护盾方块
rftools:solid_shield_block_opaque, 护盾方块
rftools:notick_solid_shield_block_opaque, 护盾方块
rftools:camo_shield_block_opaque, 迷彩护盾方块
rftools:notick_camo_shield_block_opaque, 迷彩护盾方块
rftools:environmental_controller, 环境控制器
rftools:spawner, 刷怪笼
rftools:matter_beamer, 物质投影仪
rftools:block_protector, 方块保护器
rftools:item_filter, 物品过滤器
rftools:security_manager, 权限管理器
rftools:endergenic, 末影能发电机
rftools:pearl_injector, 末影珍珠填充器
rftools:ender_monitor, 末影显示器
rftools:storage_scanner, 存储检测器
rftools:elevator, 电梯
rftools:booster, 加成器
scalinghealth:heartcontainer, 心之容器
scalinghealth:crystalshard, 心晶碎片
scalinghealth:heartdust, 心粉
scalinghealth:healingitem:0, 绷带
scalinghealth:healingitem:1, 医疗包
scalinghealth:difficultychanger:0, 蕴魔之心
scalinghealth:difficultychanger:1, 诅咒之心
tesseract:tesseract, 超立方体
tombstone:decorative_grave_simple:0, 简易坟墓
tombstone:decorative_grave_simple:1, 简易坟墓
tombstone:decorative_grave_normal:0, 普通坟墓
tombstone:decorative_grave_normal:1, 普通坟墓
tombstone:decorative_grave_cross:0, 十字坟墓
tombstone:decorative_grave_cross:1, 十字坟墓
tombstone:decorative_tombstone:0, 墓碑
tombstone:decorative_tombstone:1, 墓碑
tombstone:dark_marble:0, 暗黑大理石
tombstone:dark_marble:1, 纯白大理石
tombstone:grave_key, 坟墓之钥
tombstone:scroll_of_knowledge, 知识卷轴
tombstone:scroll_buff:0, §6保留卷轴
tombstone:scroll_buff:1, §6不稳定的无形卷轴
tombstone:scroll_buff:2, §6飘落卷轴
tombstone:scroll_buff:3, §6净化卷轴
tombstone:scroll_buff:4, §6真视卷轴
tombstone:scroll_buff:5, §6传送卷轴
tombstone:scroll_buff:6, §6Scroll of Lightning Resistance
tombstone:tablet_of_recall, 传送石板
tombstone:tablet_of_home, 归乡石板
tombstone:tablet_of_assistance, 增援石板
tombstone:tablet_of_cupidity, 贪婪石板
tombstone:fishing_rod_of_misadventure, 厄运钓竿
tombstone:lost_tablet, 失落的石板
tombstone:dust_of_vanishing, 消失之尘
tombstone:soul_receptacle, 缚魂瓶
tombstone:familiar_receptacle, 挚友瓶
tombstone:voodoo_poppet, 巫毒玩偶
tombstone:book_of_disenchantment, 祛魔书
tombstone:ankh_of_pray, 安卡的祈祷
tombstone:lollypop:0, 万圣节棒棒糖
tombstone:lollypop:1, 万圣节棒棒糖
tombstone:lollypop:2, 万圣节棒棒糖
tombstone:lollypop:3, 万圣节棒棒糖
tombstone:lollypop:4, 万圣节棒棒糖
tombstone:advancement:0, [null]
tombstone:advancement:1, [null]
tombstone:advancement:2, [null]
tombstone:advancement:3, [null]
tombstone:advancement:4, [null]
tombstone:advancement:5, [null]
tombstone:advancement:6, [null]
tombstone:crafting_ingredient:0, 神秘卷轴
tombstone:crafting_ingredient:1, 神秘石板
tombstone:crafting_ingredient:2, 浸渍钻石
tombstone:crafting_ingredient:3, 墓灰
toolbelt:belt, 工具腰带
toolbelt:pouch, 腰带包
torchmaster:mega_torch:0, 巨型火把
torchmaster:mega_torch:1, 熄灭的巨型火把
torchmaster:terrain_lighter, 区域火把放置器
torchmaster:dread_lamp, 恐惧之灯
torchmaster:feral_flare_lantern, 狂野闪耀之灯
torchmaster:frozen_pearl, 寒冻珍珠
trashcans:item_trash_can, 物品垃圾桶
trashcans:liquid_trash_can, 流体垃圾桶
trashcans:energy_trash_can, 能量垃圾桶
trashcans:ultimate_trash_can, 全能垃圾桶
xnet:xnet_manual, XNet手册
xnet:connector_upgrade, 连接升级工具
xnet:facade, 伪装器
xnet:redstone_proxy, 红石代理器
xnet:redstone_proxy_upd, 红石代理器（更新）
xnet:netcable:0, 蓝色网络线缆
xnet:netcable:1, 红色网络线缆
xnet:netcable:2, 黄色网络线缆
xnet:netcable:3, 绿色网络线缆
xnet:netcable:4, 路由网络线缆
xnet:connector:0, 蓝色连接器
xnet:connector:1, 红色连接器
xnet:connector:2, 黄色连接器
xnet:connector:3, 绿色连接器
xnet:connector:4, 路由连接器
xnet:advanced_connector:0, 高级蓝色连接器
xnet:advanced_connector:1, 高级红色连接器
xnet:advanced_connector:2, 高级黄色连接器
xnet:advanced_connector:3, 高级绿色连接器
xnet:controller, 控制器
xnet:router, 路由器
xnet:wireless_router, 无线路由器
xnet:antenna, 天线
xnet:antenna_base, 天线基座
xnet:antenna_dish, 天线盘
delivery:store, Store
delivery:crate, Delivery Crate
delivery:shipping_crate, Shipping Crate
delivery:store_book, Store
delivery:store_tech, Store
air_support:crate_drop_remote, 通讯发信器【请求生命体资源】
air_support:medical_crate_drop_remote, 通讯发信器【请求医疗用品资源】
air_support:utility_crate_drop_remote, 通讯发信器【请求实用品资源】
air_support:circuit_board, 通信电路板
air_support:livestock_crate, 生命体资源补给箱
air_support:medical_crate, 医疗用品资源补给箱
air_support:utility_crate, 实用品资源补给箱
actuallyadditions:block_canola_oil, 菜籽油
actuallyadditions:block_refined_canola_oil, 精制菜籽油
actuallyadditions:block_crystal_oil, 晶化油
actuallyadditions:block_empowered_oil, 充能油
actuallyadditions:block_crystal_cluster_redstone, 红色晶簇
actuallyadditions:block_crystal_cluster_lapis, 蓝色晶簇
actuallyadditions:block_crystal_cluster_diamond, 淡蓝色晶簇
actuallyadditions:block_crystal_cluster_coal, 黑色晶簇
actuallyadditions:block_crystal_cluster_emerald, 绿色晶簇
actuallyadditions:block_crystal_cluster_iron, 白色晶簇
actuallyadditions:block_battery_box, 电池盒
actuallyadditions:block_item_viewer_hopping, 漏斗型物品传输接口
actuallyadditions:block_farmer, 农场
actuallyadditions:block_bio_reactor, 生物反应器
actuallyadditions:block_empowerer, 充能台
actuallyadditions:block_tiny_torch, 微型火把
actuallyadditions:block_shock_suppressor, 震波吸收器
actuallyadditions:block_display_stand, 物品展示台
actuallyadditions:block_player_interface, 玩家接口
actuallyadditions:block_item_viewer, 物品传输接口
actuallyadditions:block_firework_box, 烟花发射器
actuallyadditions:block_miner, 垂直挖矿机
actuallyadditions:block_atomic_reconstructor, 原子再构机
actuallyadditions:block_crystal:0, 红石水晶块
actuallyadditions:block_crystal:1, 青金石水晶块
actuallyadditions:block_crystal:2, 钻石水晶块
actuallyadditions:block_crystal:3, 煤晶块
actuallyadditions:block_crystal:4, 绿宝石水晶块
actuallyadditions:block_crystal:5, 铁晶块
actuallyadditions:block_crystal_empowered:0, 充能红石水晶块
actuallyadditions:block_crystal_empowered:1, 充能青金石水晶块
actuallyadditions:block_crystal_empowered:2, 充能钻石水晶块
actuallyadditions:block_crystal_empowered:3, 充能煤晶块
actuallyadditions:block_crystal_empowered:4, 充能绿宝石水晶块
actuallyadditions:block_crystal_empowered:5, 充能铁晶块
actuallyadditions:block_black_lotus, 黑莲花
actuallyadditions:block_laser_relay, 能量激光中继器
actuallyadditions:block_laser_relay_advanced, 高级能量激光中继器
actuallyadditions:block_laser_relay_extreme, 超级能量激光中继器
actuallyadditions:block_laser_relay_fluids, 流体激光中继器
actuallyadditions:block_laser_relay_item, 物品激光中继器
actuallyadditions:block_laser_relay_item_whitelist, 高级物品激光中继器
actuallyadditions:block_ranged_collector, 物品收集器
actuallyadditions:block_directional_breaker, 长距离方块破坏器
actuallyadditions:block_leaf_generator, 咀叶发电机
actuallyadditions:block_smiley_cloud, 微笑云朵
actuallyadditions:block_xp_solidifier, 经验固化器
actuallyadditions:block_testifi_bucks_green_wall, 装饰用绿色石英方块
actuallyadditions:block_testifi_bucks_white_wall, 装饰用石英
actuallyadditions:block_testifi_bucks_green_stairs, 装饰用绿色石英楼梯
actuallyadditions:block_testifi_bucks_white_stairs, 装饰用石英楼梯
actuallyadditions:block_testifi_bucks_green_slab, 装饰用绿色石英台阶
actuallyadditions:block_testifi_bucks_white_slab, 装饰用石英台阶
actuallyadditions:block_testifi_bucks_green_fence, 装饰用绿色石英围墙
actuallyadditions:block_testifi_bucks_white_fence, 装饰用石英围墙
actuallyadditions:block_colored_lamp:0, 白色灯具
actuallyadditions:block_colored_lamp:1, 橙色灯具
actuallyadditions:block_colored_lamp:2, 品红色灯具
actuallyadditions:block_colored_lamp:3, 淡蓝色灯具
actuallyadditions:block_colored_lamp:4, 黄色灯具
actuallyadditions:block_colored_lamp:5, 黄绿色灯具
actuallyadditions:block_colored_lamp:6, 粉色灯具
actuallyadditions:block_colored_lamp:7, 灰色灯具
actuallyadditions:block_colored_lamp:8, 淡灰色灯具
actuallyadditions:block_colored_lamp:9, 青色灯具
actuallyadditions:block_colored_lamp:10, 紫色灯具
actuallyadditions:block_colored_lamp:11, 蓝色灯具
actuallyadditions:block_colored_lamp:12, 棕色灯具
actuallyadditions:block_colored_lamp:13, 绿色灯具
actuallyadditions:block_colored_lamp:14, 红色灯具
actuallyadditions:block_colored_lamp:15, 黑色灯具
actuallyadditions:block_colored_lamp_on:0, 白色灯具 (开启)
actuallyadditions:block_colored_lamp_on:1, 橙色灯具 (开启)
actuallyadditions:block_colored_lamp_on:2, 品红色灯具 (开启)
actuallyadditions:block_colored_lamp_on:3, 淡蓝色灯具 (开启)
actuallyadditions:block_colored_lamp_on:4, 黄色灯具 (开启)
actuallyadditions:block_colored_lamp_on:5, 黄绿色灯具 (开启)
actuallyadditions:block_colored_lamp_on:6, 粉色灯具 (开启)
actuallyadditions:block_colored_lamp_on:7, 灰色灯具 (开启)
actuallyadditions:block_colored_lamp_on:8, 淡灰色灯具 (开启)
actuallyadditions:block_colored_lamp_on:9, 青色灯具 (开启)
actuallyadditions:block_colored_lamp_on:10, 紫色灯具 (开启)
actuallyadditions:block_colored_lamp_on:11, 蓝色灯具 (开启)
actuallyadditions:block_colored_lamp_on:12, 棕色灯具 (开启)
actuallyadditions:block_colored_lamp_on:13, 绿色灯具 (开启)
actuallyadditions:block_colored_lamp_on:14, 红色灯具 (开启)
actuallyadditions:block_colored_lamp_on:15, 黑色灯具 (开启)
actuallyadditions:block_lamp_powerer, 灯具控制器
actuallyadditions:block_treasure_chest, 藏宝箱
actuallyadditions:block_energizer, 充能站
actuallyadditions:block_enervator, 释能站
actuallyadditions:block_lava_factory_controller, 熔岩工厂控制器
actuallyadditions:block_canola_press, 油菜压榨机
actuallyadditions:block_phantomface, 幻灵接口
actuallyadditions:block_phantom_placer, 幻灵方块放置器
actuallyadditions:block_phantom_liquiface, 幻灵流体接口
actuallyadditions:block_phantom_energyface, 幻灵能量接口
actuallyadditions:block_phantom_redstoneface, 幻灵红石接口
actuallyadditions:block_phantom_breaker, 幻灵方块破坏器
actuallyadditions:block_coal_generator, 煤炭发电机
actuallyadditions:block_oil_generator, 原油发电机
actuallyadditions:block_fermenting_barrel, 发酵桶
actuallyadditions:block_rice, 水稻
actuallyadditions:block_canola, 油菜
actuallyadditions:block_flax, 亚麻
actuallyadditions:block_coffee, 咖啡
actuallyadditions:block_compost, 堆肥机
actuallyadditions:block_misc:0, 焦黑石英柱
actuallyadditions:block_misc:1, 錾制焦黑石英
actuallyadditions:block_misc:2, 焦黑石英块
actuallyadditions:block_misc:3, 焦黑石英矿石
actuallyadditions:block_misc:4, 木质外壳
actuallyadditions:block_misc:5, 木炭块
actuallyadditions:block_misc:6, 末影珍珠块
actuallyadditions:block_misc:7, 熔岩工厂外墙
actuallyadditions:block_misc:8, 末影外壳
actuallyadditions:block_misc:9, 铁制外壳
actuallyadditions:block_feeder, 自动饲育机
actuallyadditions:block_giant_chest, 小型板条箱
actuallyadditions:block_giant_chest_medium, 中型板条箱
actuallyadditions:block_giant_chest_large, 大型板条箱
actuallyadditions:block_grinder, 磨粉机
actuallyadditions:block_grinder_double, 两仓磨粉机
actuallyadditions:block_furnace_double, 两仓熔炉
actuallyadditions:block_inputter, ESD
actuallyadditions:block_inputter_advanced, 高级ESD
actuallyadditions:block_fishing_net, 渔网
actuallyadditions:block_furnace_solar, 太阳能板
actuallyadditions:block_heat_collector, 热能发电机
actuallyadditions:block_item_repairer, 物品修理机
actuallyadditions:block_greenhouse_glass, 温室玻璃
actuallyadditions:block_breaker, 方块破坏器
actuallyadditions:block_placer, 方块放置器
actuallyadditions:block_dropper, 自动精准投掷器
actuallyadditions:block_fluid_placer, 流体成型器
actuallyadditions:block_fluid_collector, 流体吸收器
actuallyadditions:block_coffee_machine, 咖啡制造机
actuallyadditions:block_phantom_booster, 幻灵增幅器
actuallyadditions:block_wild:0, 野生油菜
actuallyadditions:block_wild:1, 野生亚麻
actuallyadditions:block_wild:2, 野生水稻
actuallyadditions:block_wild:3, 野生咖啡
actuallyadditions:block_quartz_wall, 焦黑石英围墙
actuallyadditions:block_chiseled_quartz_wall, 錾制焦黑石英围墙
actuallyadditions:block_pillar_quartz_wall, 焦黑石英柱围墙
actuallyadditions:block_quartz_stair, 焦黑石英楼梯
actuallyadditions:block_chiseled_quartz_stair, 錾制焦黑石英楼梯
actuallyadditions:block_pillar_quartz_stair, 焦黑石英柱楼梯
actuallyadditions:block_quartz_slab, 焦黑石英台阶
actuallyadditions:block_chiseled_quartz_slab, 錾制焦黑石英台阶
actuallyadditions:block_pillar_quartz_slab, 焦黑石英柱台阶
actuallyadditions:item_crystal_shard:0, 红色水晶碎片
actuallyadditions:item_crystal_shard:1, 蓝色水晶碎片
actuallyadditions:item_crystal_shard:2, 淡蓝色水晶碎片
actuallyadditions:item_crystal_shard:3, 黑色水晶碎片
actuallyadditions:item_crystal_shard:4, 绿色水晶碎片
actuallyadditions:item_crystal_shard:5, 白色水晶碎片
actuallyadditions:item_engineer_goggles_advanced, 工程师红外眼镜
actuallyadditions:item_engineer_goggles, 工程师护目镜
actuallyadditions:item_laser_upgrade_range, 激光中继器：范围
actuallyadditions:item_laser_upgrade_invisibility, 激光中继器：隐形
actuallyadditions:item_filling_wand:0, 填充手杖
actuallyadditions:item_filling_wand:0, 填充手杖
actuallyadditions:item_bag, 麻袋
actuallyadditions:item_void_bag, 虚空麻袋
actuallyadditions:item_worm, 蚯蚓
actuallyadditions:item_player_probe, 玩家探测器
actuallyadditions:item_filter, 物品过滤器
actuallyadditions:item_water_bowl, 装水的碗
actuallyadditions:item_spawner_changer, 刷怪笼控制工具
actuallyadditions:item_misc:0, 纸杯
actuallyadditions:item_misc:1, 捣碎的食物
actuallyadditions:item_misc:2, 刀刃
actuallyadditions:item_misc:3, 刀柄
actuallyadditions:item_misc:4, 面团
actuallyadditions:item_misc:5, 焦黑石英
actuallyadditions:item_misc:6, 普通指环
actuallyadditions:item_misc:7, 基础线圈
actuallyadditions:item_misc:8, 高级线圈
actuallyadditions:item_misc:9, 大米面团
actuallyadditions:item_misc:10, 小块煤炭
actuallyadditions:item_misc:11, 小块木炭
actuallyadditions:item_misc:12, 浆糊球
actuallyadditions:item_misc:13, 油菜
actuallyadditions:item_misc:14, 空杯子
